Year,Region Code,Region,BNF Chemical Substance Code,BNF Chemical Substance,BNF Product Code,BNF Product,Items,Total number of unique identified patients,Patient Identified (Y/N),Patient Age Band (Years old),Gender,Net Ingredient Cost (£),Adult obesity rate 2022/23 (%)
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,9,8,Y,18-29,Male,859.77,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,153,94,Y,30-39,Female,"17,068.16",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,51,37,Y,30-39,Male,"4,712.87",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,283,232,Y,40-49,Female,"36,842.63",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,299,250,Y,40-49,Male,"37,352.37",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,782,657,Y,50-59,Female,"91,454.39",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,630,532,Y,50-59,Male,"81,487.05",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,"1,661","1,422",Y,60+,Female,"215,070.06",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,"1,811","1,531",Y,60+,Male,"239,430.20",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,4,0,N,18-29,Not Known (not recorded),293,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,4,0,N,30-39,Not Known (not recorded),512.75,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,11,0,N,40-49,Not Known (not recorded),"1,172.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,37,0,N,50-59,Not Known (not recorded),"3,442.75",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,75,0,N,60+,Not Known (not recorded),"7,764.50",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,232,188,Y,18-29,Female,"24,099.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,48,44,Y,18-29,Male,"5,347.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,873,710,Y,30-39,Female,"93,467.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,520,427,Y,30-39,Male,"56,988.50",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,991","1,702",Y,40-49,Female,"224,657.75",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,424","1,213",Y,40-49,Male,"155,070.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"4,676","3,900",Y,50-59,Female,"498,466.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"4,334","3,649",Y,50-59,Male,"453,124.50",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"6,172","5,228",Y,60+,Female,"622,405.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"8,668","7,299",Y,60+,Male,"868,598.50",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,4,0,N,18-29,Not Known (not recorded),732.5,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,10,0,N,30-39,Not Known (not recorded),805.75,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,31,0,N,40-49,Not Known (not recorded),"3,076.50",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,138,0,N,50-59,Not Known (not recorded),"12,892.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,235,0,N,60+,Not Known (not recorded),"21,169.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"1,430","1,206",Y,18-29,Female,"135,512.50",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,568,477,Y,18-29,Male,"62,116.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"5,836","4,844",Y,30-39,Female,"569,079.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"2,960","2,496",Y,30-39,Male,"285,675.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"15,007","12,368",Y,40-49,Female,"1,402,957.25",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"9,288","7,694",Y,40-49,Male,"861,639.75",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"30,027","24,806",Y,50-59,Female,"2,795,513.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"23,776","19,700",Y,50-59,Male,"2,175,232.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"36,842","30,593",Y,60+,Female,"3,345,620.50",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"42,542","35,681",Y,60+,Male,"3,830,901.75",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,1,1,Y,40-49,Female,146.5,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,2,2,Y,50-59,Female,366.25,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,2,2,Y,50-59,Male,219.75,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,8,2,Y,60+,Male,791.11,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,1,1,Y,60+,Male,140,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,6,0,N,50-59,Not Known (not recorded),474.28,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,11,0,N,60+,Not Known (not recorded),866.67,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,5,3,Y,18-29,Female,400.92,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,7,6,Y,18-29,Male,733.6,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,50,44,Y,30-39,Female,"3,980.20",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,15,14,Y,30-39,Male,"1,143.05",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,181,121,Y,40-49,Female,"11,551.63",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,114,95,Y,40-49,Male,"9,760.28",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,441,403,Y,50-59,Female,"40,974.05",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,495,419,Y,50-59,Male,"42,068.07",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,"1,994","1,775",Y,60+,Female,"190,499.29",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,4,4,Y,60+,Indeterminate (unable to be classified as either male or female),655.12,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,"2,053","1,850",Y,60+,Male,"200,683.95",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,4,0,N,60+,Not Known (not recorded),327.56,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,58,54,Y,40-49,Female,"6,878.76",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,4,4,Y,40-49,Male,655.12,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,70,64,Y,50-59,Female,"6,305.53",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,73,67,Y,50-59,Male,"6,469.31",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,463,409,Y,60+,Female,"48,069.43",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,427,386,Y,60+,Male,"44,302.49",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,6,0,N,50-59,Not Known (not recorded),440.16,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,22,0,N,60+,Not Known (not recorded),"1,613.92",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,1,1,Y,18-29,Female,73.36,28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,22,18,Y,18-29,Male,"1,613.92",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,69,59,Y,30-39,Female,"5,502.00",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,85,74,Y,30-39,Male,"7,262.64",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,276,235,Y,40-49,Female,"20,705.86",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,162,147,Y,40-49,Male,"12,251.12",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,705,624,Y,50-59,Female,"54,909.96",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,589,512,Y,50-59,Male,"46,216.80",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,488","1,299",Y,60+,Female,"121,245.74",28.32608
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,700","1,474",Y,60+,Male,"137,623.36",28.32608
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,0,N,30-39,Not Known (not recorded),274.68,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,4,0,N,40-49,Not Known (not recorded),313.92,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,8,0,N,50-59,Not Known (not recorded),"1,294.92",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,19,0,N,60+,Not Known (not recorded),"1,883.52",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,19,17,Y,18-29,Female,"2,079.72",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,9,7,Y,18-29,Male,863.28,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,66,61,Y,30-39,Female,"6,356.88",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,22,17,Y,30-39,Male,"2,275.92",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,317,275,Y,40-49,Female,"31,784.40",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,181,159,Y,40-49,Male,"18,207.36",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,833,709,Y,50-59,Female,"96,648.12",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,791,687,Y,50-59,Male,"89,467.20",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,"2,442","2,090",Y,60+,Female,"269,892.72",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,"2,527","2,198",Y,60+,Male,"287,197.56",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,18-29,Not Known (not recorded),156.96,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,3,0,N,30-39,Not Known (not recorded),274.68,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,13,0,N,40-49,Not Known (not recorded),"1,177.20",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,36,0,N,50-59,Not Known (not recorded),"3,531.60",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,111,0,N,60+,Not Known (not recorded),"10,163.16",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,264,230,Y,18-29,Female,"25,898.40",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,55,44,Y,18-29,Male,"5,611.32",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,629,543,Y,30-39,Female,"62,077.68",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,247,218,Y,30-39,Male,"26,290.80",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"1,973","1,659",Y,40-49,Female,"196,082.28",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"1,171",979,Y,40-49,Male,"117,798.48",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"4,421","3,739",Y,50-59,Female,"447,100.56",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"3,562","3,053",Y,50-59,Male,"359,477.64",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"8,353","7,156",Y,60+,Female,"846,210.60",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"9,071","7,772",Y,60+,Male,"934,068.96",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,3,0,N,50-59,Not Known (not recorded),627.84,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,1,0,N,60+,Not Known (not recorded),117.72,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,27,27,Y,18-29,Female,"4,434.12",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,28,27,Y,30-39,Female,"4,551.84",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,25,19,Y,30-39,Male,"4,473.36",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,109,89,Y,40-49,Female,"16,245.36",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,9,8,Y,40-49,Male,"1,098.72",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,171,139,Y,50-59,Female,"27,899.64",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,93,77,Y,50-59,Male,"18,482.04",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,128,114,Y,60+,Female,"22,170.60",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,88,74,Y,60+,Male,"16,323.84",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,8,0,N,60+,Not Known (not recorded),463.44,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,12,11,Y,18-29,Male,695.16,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,4,3,Y,30-39,Female,231.72,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,1,1,Y,30-39,Male,57.93,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,43,37,Y,40-49,Female,"2,751.73",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,38,33,Y,40-49,Male,"2,490.99",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,83,61,Y,50-59,Female,"5,039.94",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,138,115,Y,50-59,Male,"8,805.39",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,363,315,Y,60+,Female,"21,763.54",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,459,395,Y,60+,Male,"29,457.47",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,2,2,Y,30-39,Female,115.86,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,6,5,Y,40-49,Male,347.58,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,25,24,Y,50-59,Female,"1,679.97",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,40,35,Y,50-59,Male,"2,317.20",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,109,92,Y,60+,Female,"6,777.81",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,104,90,Y,60+,Male,"6,777.81",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,2,0,N,30-39,Not Known (not recorded),146.5,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,1,0,N,40-49,Not Known (not recorded),73.25,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,5,0,N,50-59,Not Known (not recorded),366.25,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,16,0,N,60+,Not Known (not recorded),"1,172.00",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,13,10,Y,18-29,Female,"1,098.75",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,35,26,Y,18-29,Male,"2,563.75",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,199,163,Y,30-39,Female,"15,840.31",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,220,177,Y,30-39,Male,"16,151.59",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,788,680,Y,40-49,Female,"62,848.55",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,853,726,Y,40-49,Male,"70,594.71",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,944","1,645",Y,50-59,Female,"154,392.71",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"2,284","1,954",Y,50-59,Male,"188,545.54",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"4,423","3,747",Y,60+,Female,"355,060.89",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"5,803","4,991",Y,60+,Male,"480,208.83",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,0,N,18-29,Not Known (not recorded),73.25,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,8,0,N,30-39,Not Known (not recorded),586,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,32,0,N,40-49,Not Known (not recorded),"2,289.07",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,163,0,N,50-59,Not Known (not recorded),"12,159.50",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,296,0,N,60+,Not Known (not recorded),"22,048.26",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,604,488,Y,18-29,Female,"43,748.47",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,200,176,Y,18-29,Male,"15,455.75",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"2,662","2,225",Y,30-39,Female,"201,199.34",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"1,680","1,435",Y,30-39,Male,"129,121.40",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"8,951","7,622",Y,40-49,Female,"683,697.16",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"7,022","6,043",Y,40-49,Male,"544,192.64",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"22,441","18,948",Y,50-59,Female,"1,731,171.85",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"22,257","18,936",Y,50-59,Male,"1,724,817.41",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,1,Y,50-59,Not Known (not recorded),73.25,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"38,843","33,065",Y,60+,Female,"3,046,852.21",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"50,225","42,780",Y,60+,Male,"3,928,141.24",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,10,10,Y,50-59,Female,"1,910.60",26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,5,3,Y,50-59,Male,955.3,26.20797
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,33,31,Y,60+,Female,"4,872.06",26.20797
